en,tr,partition
"The narrative around your success has been that you are a “first-time author” and that you pretty much came out of nowhere to win this prize, but you have been honing your craft for a long time now.
","Başarı hikayenize baktığımızda ilk olarak yazar olmayı tercih ettiğinizi ve bu ödülü kazanabilecek bir yerlerden gelmediğinizi görüyoruz ama uzun süredir sanatınızı bilediniz.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Can you tell us about your journey?
","Bize bu yolculuğu anlatır mısınız?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Ingrid Persaud (IP): The notion of a writer emerging fully formed is simply a version of the genius myth.
","Ingrid Persaud (IP): Tamamen biçimlenmiş bir yazar fikri, sadece dahiyane bir efsane şeklidir.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"I have been writing for the past five years persistently trying to understand how words slide and fall and play.
","Kelimelerin kaymasını, düşmesini ve oynama şeklini anlamaya çalışırken son beş yıldır ısrarla yazıyorum.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"I’ve written a novel and working on another.
","Bir roman yazdım ve biri üzerinde daha çalışmaktayım.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"I haven’t been writing short stories and the prize incentivizes me to look at this form more seriously.
","Kısa hikayeler yazmıyordum, ödül bu yazım biçime daha ciddi bakmam konusunda beni teşvik etti.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"My journey to writing has been circuitous.
","İki hayatım daha vardı.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"I have had two other lives. an academic lawyer and later I trained as an artist.
","Akademik avukat(idim) ve sonrasında bir sanatçı olarak eğitim aldım.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Looking back, the thread that binds it all is the power of words.
","Geçmişe baktığımda bunları birbirine bağlayan köprü kelimelerin gücüydü.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: The beauty of “The Sweet Sop”, your story that so impressed the panel of judges with its originality, strength of characterisation and humour, is that it spoke of universal experiences with a distinctly Trinidadian voice.
","GV: Özgünlüğü, karakterizasyonu ve mizah gücüyle jüri heyetini bu kadar etkileyen ""The Sweet Sop"" un güzelliği, açıkça Trinidadian sesiyle evrensel deneyimlerden bahsetmesi.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"How did you accomplish that?
","Bunu nasıl başardınız?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"IP: Caribbean voices are as distinct and as easily understood as, for example, the Irish or Scottish voices we unquestioningly accept.
","IP: Karayip dili, örneğin, sorgulamadan kabul ettiğimiz İrlanda ve İskoç dili kadar belirgin ve kolayca anlaşılabilir bir dildir.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"I think this generation of writers is making a stand against the othering of Caribbean
","voices as 'patois' or 'first nation language'.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Good stories and poems will always find a space because they speak to our common humanity.
","İnsanlığın anlattıldığı iyi hikaye ve şiirler her zaman kendine bir yer bulacaktır.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Trini humour warms my heart and I am delighted it touches others.
","Trini mizahi beni mutlu ediyor ve başkalarına ulaşıp onları etkiliyor olmasından memnunum.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: Has blogging been useful in honing your writing skills, especially with regard to the short story format?
","GV: Blog yazmak yazarlık yeteneklerinizi geliştirme konusunda faydalı mıydı, özellikle de kısa hikaye için?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"What has it taught you as a writer?
","Bir yazar olarak size ne getirdi?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"IP: I am not a regular blogger but starting the blog was crucial to making writing a more central part of my life.
","IP: Düzenli yazan bir blogger değilim ama bu işe başlamak, yazmayı hayatımın daha merkezi bir parçası haline getirdi.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"We had moved from London to Barbados and I set myself the task of writing a 900-word weekly essay on this new life.
","Londra’dan Barbados’a taşındık ve bu yeni hayatta kendimi haftada 900 kelimelik bir makale yazmaya şartladım.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"It doesn’t sound like much but it provided structure, discipline and forced me to be more observant.
","Kulağa az geliyor ama yapıyı ve disiplini oturtmamı sağladı, beni daha gözlemci yaptı.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Notes From A Small Rock gave me the space to experiment and get feedback from readers.
","Notes From A Small Rock okuyuculardan geri bildirim almamı ve tecrübe kazanmamı sağladı.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"I really ought I to feed that beast more often.
","Gerçekten bu canavarı daha sık beslemem gerek.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: Not only are you a writer, you are a parent, too.
","GV: Sadece bir yazar değilsiniz, aynı zamanda bir annesiniz de.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"How did your family react when you won the prize, and how do you balance being a wife, mother and writer?
","Ödülü kazandığınızda aileniz nasıl bir tepki verdi?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"IP: The whole family was proud.
","IP: Bütün aile gururlandı.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Even our teenaged twin boys muttered something about my prize being cool.
","İkizlerimiz bile ödülümün ‘’cool’’ olmasıyla ilgili bir şeyler söylediler.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"The boys are my first obligation and until they leave for university in the next year or so my world is determined
","by their needs.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"That is my choice.
","Bu benim seçimim.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"The time and head space I reserve for writing is also sacred but what that looks like depends on whether it is holiday or term time or if the boys have exams.
","Yazmak için ayırdığım zaman ve zihinsel alan da kutsal ancak bu daha çok tatil ve dönem sonlarına ya da çocukların sınavları olup olmadığına bağlı.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"My husband is incredibly supportive of my writing as I am of his work .
","Kocam(ekonomist), yazdıklarımı inanılmaz derecede destekliyor, çünkü onun çalışmaları üzerinde duruyorum.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"We struggle on as a team — compromising and firefighting.
","Bir takım olarak çalışıyoruz, uzlaşarak ve mücadele vererek.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Ingrid Persaud; image used with her permission.
","Ingrid Persaud (Fotoğraf kullanımı için kendisinden izin alınmıştır.)
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: How has social media factored into your ability to share and promote your work and connect with other Caribbean writers?
","GV: Sosyal medya çalışmalarınızı ilerletip paylaşmanıza ve diğer Karayip' li yazarlarla bağlantı kurmanıza nasıl etki etti?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"IP: I spend far too much time on Facebook and Twitter and excuse it because I live on an island that is 14 by 21 miles.
","IP: Facebook ve Twitter' da çok fazla zaman harcıyorum ve bahanem de var çünkü 14-21 millik bir adada yaşıyorum.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"It is my portal to interacting with other writers worldwide as well as my interface with news services and various publications.
","Dünyadaki diğer yazarlarla etkileşime girmek için bir portal olduğu gibi aynı zamanda haber servisleriyle ve çeşitli yayınlar için de bir arayüz.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"But I never confuse a virtual friend with the kind that turns up for lunch and you are both still talking and laughing as the moon is rising.
","Ancak asla sanal bir arkadaşın, öğlen yemeğini akşam yemeğine çevirip geceye kadar muhabbet edip güldüğümüz türden arkadaşlarla bir olmayacağının da farkındayım.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: Speaking of other writers, who inspires you?
","GV: Diğer yazarlardan bahsetmişken size hangisi ilham verdi?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"IP: I read widely to catch a glimpse of the zeitgeist and I read strategically depending on the challenges I am trying to overcome in my own writing.
","IP: Kendi yazılarımda karşılaştığım zorlukları alt edebilecek şekilde stratejik açıdan ve genel görüş hakkında bir şeyler yakalayabilmek için çok okudum.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"For craft, Olive Senior’s work is inspiring.
","Sanatıma Olive Senior’un çalışmaları ilham verdi.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"I re-read Faulkner’s As I Lay Dying more often than I care to admit.
","Faulkner’ın As I Lay Dying adlı eserini itiraf edebileceğimden çok kez tekrar tekrar okudum.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"This summer’s best find has been The Story of a Brief Marriage by Anuk Arudpragasam.
","Bu yazın en iyi keşfi, Anuk Arudpragasam’ın yazdığı The Story of a Brief Marriage.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: How do you notice Caribbean literature evolving and where does your voice fit into it?
","GV: Karayip edebiyatının evrimleştiğini ve sesinizin nereye uyacağını nasıl fark ettiniz?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: Any practical advice for aspiring regional writers, particularly female ones?
","IP: Treat yourself with respect and kindness.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Make your writing time sacred.
","Yazma zamanlarınızı kutsallaştırın.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"When you are not writing, you should be reading.
","Yazmadığınız zaman okuyor zorundasınız.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Writers are never off duty because material can come from anywhere — a chance remark or when buying bread.
","Yazarların izin günü yoktur çünkü herhangi bir yerden malzeme çıkabilir- belki laf arasında belki ekmek kuyruğunda.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Maybe it is just my sieve of a memory but I recommend note taking on the go.
","Belki de sadece hafıza süzgeciniz yetecek yine de hareket halindeyken bile not almanızı tavsiye ederim.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"And don’t wait for the muse.
","Ve ilham perisini beklemeyin.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"That woman woke up late this morning and is stuck in traffic.
","Bu kadın bu sabah geç kalktı ve trafiğe takıldı.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"She’s coming but best you start writing now.
","She’ll join you later.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"GV: Finally, what does winning the Commonwealth Short Story prize mean to you and how do you expect it might change the trajectory of your career?
","GV: Son olarak, Commonwealth Kısa Hikaye ödülünü kazanmak sizin için ne anlama geliyor ve kariyerinizin gidişatını nasıl etkileyeceğinizi düşünüyorsunuz?
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"IP: The prize has brought me in contact with some fantastic writers from around the Commonwealth — people I hope will be in my life for a long time.
","IP: Ödül, Commonwealth' ten fantastik yazarlarla temasa geçmeme yardımcı oldu, uzun süre hayatımda kalmasını istediğim insanlarla.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
