en,tr,partition
"President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .
","Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .
",newstest2016
"126 people taken hostage were rescued with the operation which was carried out after the attack .
","Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .
",newstest2016
"Residents of the neighbourhoods that do not have trenches and barricades also had to leave because of the clashes experienced there .
","Hendek ve barikatların bulunmadığı mahallelere de çatışmaların yaşanması sebebiyle de burada yaşayan insanlarda göç etmek zorunda kaldı .
",newstest2016
"Some residents left the district with a white flag hung from their cars , and those who do not have cars moved to the surrounding district taking as many articles as they could with them .
","Kimi vatandaşın aracına astığı beyaz bayrakla ilçeyi terk ederken aracı olmayanlar ise taşıyabildikleri eşyaları yanlarına alarak çevre il ve ilçelere taşındı .
",newstest2016
"While clashes were continuing especially in the neighbourhoods that have trenches and barricades , the residents had moved to more central neighbourhoods .
","Özellikle hendek ve barikatların bulunduğu mahallelerde çatışmalar sürerken buradaki vatandaşlar daha merkezi mahallelere taşınmıştı .
",newstest2016
"However , residents had to move from there because clashes recently occurred also in these neighbourhoods .
","Ancak son zamanlarda bu mahallelerde de çatışmaların yaşanması sebebiyle vatandaşlar buradan da taşınmak zorunda kaldı .
",newstest2016
"In one of these neighbourhoods , in Dağkapı , first cousins 12 year-old Yusuf Akalın and 11 year-old Büşra Akalın were killed because they were hit by shrapnel after an explosion hit their door when they were in the backyard .
","Bu mahallelerden Dağkapı Mahallesinde , evinin avlusundayken kapıya isabet eden patlayıcı sonrası vücutlarına şarapnel parçası isabet eden amca çocukları 12 yaşındaki Yusuf Akalın ve 11 yaşındaki Büşra Akalın hayatını kaybetti .
",newstest2016
"3 people were injured because of an explosive thrown into a building in an area of the Şah neighbourhood where population density is high .
","Şah Mahallesinde nüfus yoğunluğunun yüksek olduğu bir bölgede ise bir binaya atılan patlayıcı sonrası 3 kişi yaralandı .
",newstest2016
"The need for cash emerged for most residents because the ban has exceeded one month .
","Yasağın bir ayı geçmesi sebebiyle çoğu vatandaşın nakit para ihtiyacı baş gösterdi .
",newstest2016
"The residents have to use their credit cards in a district in which all the banks and ATMs are closed .
","Bütün banka ve ATM ' lerin kapalı olduğu ilçede vatandaşlar Kredi Kartını kullanmak zorunda kaldı .
",newstest2016
"Those who do not have a credit card are in a difficult situation .
","Kredi kartı olmayan vatandaşlar ise zor durumda .
",newstest2016
"Not being able to cover the costs of food and medicine , most of the residents left .
","Gıda ve ilaç ihtiyacını gideremeyen çoğu vatandaş göç etti .
",newstest2016
"Those who remained in the district survive with the help of their relatives and benefactors in Cizre .
","İlçede kalanlar ise akrabaların ve Cizreli hayırseverlerin yaptığı yardımlarla geçinebiliyor .
",newstest2016
"No medical intervention can be made for those with toothache in the district in which only people with emergencies can go to hospital .
","Sadece acil vakaların hastaneye gidebildiği ilçede diş ağrısı çekenler için hiçbir tıbbi müdahale yapılamıyor .
",newstest2016
"Education cannot be provided in the district where schools have been closed since December 14 when the major operation started .
","Büyük operasyonun başladığı 14 Aralıktan itibaren okulların kapalı olduğu ilçede eğitim verilemiyor .
",newstest2016
"There are many dead and wounded
","Çok sayıda ölü ve yaralı var
",newstest2016
"In Ouagadougou , the capital of the West African Country Burkina Faso , at least 23 people were killed and 33 people injured in gun and bomb attacks organized in a hotel that is popular among foreigners , and in the cafeteria next to it .
","Batı Afrika ülkesi Burkina Faso ' nun başkenti Ouagadougou ' da , yabancılar arasında popüler olan bir otel ve yanındaki kafeteryaya düzenlenen bombalı ve silahlı saldırıda en az 23 kişi öldü , 33 kişi de yaralandı .
",newstest2016
"126 people taken hostage were rescued during the operation which was carried out after the gun attack .
","Silahlı saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .
",newstest2016
"The Ministry of Security stated that three of the attackers were neutralised .
","Güvenlik Bakanı , saldırganlardan üçünün etkisiz hale getirildiğini bildirdi .
",newstest2016
"Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .
","Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .
",newstest2016
"Having deployed 5 hours after the attack in Gao state , Mali , French and UN security forces started the operation and the first news regarding the rescue of the first hostage came .
","İlk saldırıdan 5 saat sonra Mali ' nin Gao eyaletinde konuşlanmış bulunan Fransız ve BM güvenlik kuvvetleri operasyona başladı ve ilk rehine kurtuluş haberleri geldi .
",newstest2016
"President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .
","Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .
",newstest2016
"126 people taken hostage were rescued with the operation which was carried out after the attack .
","Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .
",newstest2016
"Residents of the neighbourhoods that do not have trenches and barricades also had to leave because of the clashes experienced there .
","Hendek ve barikatların bulunmadığı mahallelere de çatışmaların yaşanması sebebiyle de burada yaşayan insanlarda göç etmek zorunda kaldı .
",newstest2016
"Some residents left the district with a white flag hung from their cars , and those who do not have cars moved to the surrounding district taking as many articles as they could with them .
","Kimi vatandaşın aracına astığı beyaz bayrakla ilçeyi terk ederken aracı olmayanlar ise taşıyabildikleri eşyaları yanlarına alarak çevre il ve ilçelere taşındı .
",newstest2016
"While clashes were continuing especially in the neighbourhoods that have trenches and barricades , the residents had moved to more central neighbourhoods .
","Özellikle hendek ve barikatların bulunduğu mahallelerde çatışmalar sürerken buradaki vatandaşlar daha merkezi mahallelere taşınmıştı .
",newstest2016
"However , residents had to move from there because clashes recently occurred also in these neighbourhoods .
","Ancak son zamanlarda bu mahallelerde de çatışmaların yaşanması sebebiyle vatandaşlar buradan da taşınmak zorunda kaldı .
",newstest2016
"In one of these neighbourhoods , in Dağkapı , first cousins 12 year-old Yusuf Akalın and 11 year-old Büşra Akalın were killed because they were hit by shrapnel after an explosion hit their door when they were in the backyard .
","Bu mahallelerden Dağkapı Mahallesinde , evinin avlusundayken kapıya isabet eden patlayıcı sonrası vücutlarına şarapnel parçası isabet eden amca çocukları 12 yaşındaki Yusuf Akalın ve 11 yaşındaki Büşra Akalın hayatını kaybetti .
",newstest2016
"3 people were injured because of an explosive thrown into a building in an area of the Şah neighbourhood where population density is high .
","Şah Mahallesinde nüfus yoğunluğunun yüksek olduğu bir bölgede ise bir binaya atılan patlayıcı sonrası 3 kişi yaralandı .
",newstest2016
"The need for cash emerged for most residents because the ban has exceeded one month .
","Yasağın bir ayı geçmesi sebebiyle çoğu vatandaşın nakit para ihtiyacı baş gösterdi .
",newstest2016
"The residents have to use their credit cards in a district in which all the banks and ATMs are closed .
","Bütün banka ve ATM ' lerin kapalı olduğu ilçede vatandaşlar Kredi Kartını kullanmak zorunda kaldı .
",newstest2016
"Those who do not have a credit card are in a difficult situation .
","Kredi kartı olmayan vatandaşlar ise zor durumda .
",newstest2016
"Not being able to cover the costs of food and medicine , most of the residents left .
","Gıda ve ilaç ihtiyacını gideremeyen çoğu vatandaş göç etti .
",newstest2016
"Those who remained in the district survive with the help of their relatives and benefactors in Cizre .
","İlçede kalanlar ise akrabaların ve Cizreli hayırseverlerin yaptığı yardımlarla geçinebiliyor .
",newstest2016
"No medical intervention can be made for those with toothache in the district in which only people with emergencies can go to hospital .
","Sadece acil vakaların hastaneye gidebildiği ilçede diş ağrısı çekenler için hiçbir tıbbi müdahale yapılamıyor .
",newstest2016
"Education cannot be provided in the district where schools have been closed since December 14 when the major operation started .
","Büyük operasyonun başladığı 14 Aralıktan itibaren okulların kapalı olduğu ilçede eğitim verilemiyor .
",newstest2016
"Students who had to enter the Distance Education Faculty ( AÖF ) exams could not enter the exam on January 16 and 17 .
","16 ve 17 Ocak ' ta yapılacak olan Açık Öğretim Fakültesi ( AÖF ) sınavına girecek öğrenciler sınava giremedi .
",newstest2016
"The Ministry of National Education announced that the exams of the students in Silopi and Cizre will be done in Mardin .
","Milli Eğitim Bakanlığı , Silopi ve Cizre ilçelerinde bulunan öğrencilerin sınavını Mardin ' de yapılacağı duyurdu .
",newstest2016
"However , since the curfew continues in the districts , there are no cars going to Mardin and entrance to the districts is forbidden ; the students that did not want to go could not take the exam .
","Ancak ilçelerde hala sokağa çıkma yasağı devam etmesi , Mardin ' e gidecek araçların olmaması ve ilçelere girişlerin yasak olduğu için gitmek istemeyen öğrenciler sınava giremedi .
",newstest2016
