en,tr
"After re-purposing CAPTCHA so each human-typed response helps digitize books, Luis von Ahn wondered how else to use small contributions by many on the Internet for greater good. In this talk, he shares how his ambitious new project, Duolingo, will help millions learn a new language while translating the Web quickly and accurately -- all for free. <em>(Filmed at <a href=http://www.ted.com/tedx/events/2236>TEDxCMU</a>.)</em>","CAPTCHA'yı, her insan tarafından yazılan yanıtın kitapları dijitalleştirmeye yardım etmesi için tekrar programladıktan sonra, Luis von Ahn birçok insanın İnternetteki ufak katkılarını kullanarak daha iyi neler yapılabilir diye düşünmeye başladı. TEDxCMU'da yeni iddialı projesi Doulingo'nun, nasıl milyonlarca insana Web'i hızla ve doğru bir şekilde tercüme ettirerek yeni bir dil öğrenmelerinde yardımcı olacağını anlatıyor -- hem de bedavaya."
Luis von Ahn: Massive-scale online collaboration,Luis von Ahn: Büyük çaplı online işbirliği
"We're taught to try to live life without regret. But why? Using her own tattoo as an example, Kathryn Schulz makes a powerful and moving case for embracing our regrets.","Bize pişman olmadan yaşamaya çalışmamız öğretildi. Ama neden ki? Dövmesini örnek vererek, Kathryn Schulz pişmanlıklarımızı kabul etmemiz için güçlü ve hararetli bir açıklamaya girişiyor."
Kathryn Schulz: Don't regret regret,Kathryn Schulz: Pişman olmaktan pişman olmayın
"Charles Limb performs cochlear implantation, a surgery that treats hearing loss and can restore the ability to hear speech. But as a musician too, Limb thinks about what the implants lack: They don't let you fully experience music yet. (There's a hair-raising example.) At TEDMED, Limb reviews the state of the art and the way forward.",Charles Limb işitme kaybı tedavisinde kullanılan ve duyma yeteneğini kazandıran bir cerrahi işlem olan koklear implantasyonu yapmaktadır.  Ama bir müzisyen olarak implantların eksikliklerini düşünür: Henüz müziği tam anlamıyla hissetmeyi sağlayamamaktadırlar. (Tüyler ürperten bir örnek.) TEDMED'de Limb son teknoloji ve gelişmeleri değerlendirir.
Charles Limb: Building the musical muscle,Charles Limb: Müzik kasını geliştirmek
"Use dancers instead of powerpoint. That's science writer John Bohannon's ""modest proposal."" In this spellbinding choreographed talk he makes his case by example, aided by dancers from Black Label Movement. <em>(Filmed at <a href=http://www.ted.com/tedx/events/2364>TEDxBrussels</a>.)</em>","Powerpoint yerine dansçıları kullanın. Bu, bilim yazarı John Bohannon' ın ""mütevazi öneri""sidir. Bu muhteşem koreografi edilmiş konuşmada, Black Label Movement'tan dansçıların destekleriyle, John Bohannon kendi görüşünü örneklerle ortaya koyuyor. (TEDxBrüksel'de filme alınmıştır.)"
"John Bohannon: Dance vs. powerpoint, a modest proposal",John Bohannon: Mütevazi bir öneri: PowerPoint'e karşı dans
Pop quiz: When does learning begin? Answer: Before we are born. Science writer Annie Murphy Paul talks through new research that shows how much we learn in the womb -- from the lilt of our native language to our soon-to-be-favorite foods.,"Soru: Öğrenme ne zaman başlar? Cevap: Biz doğmadan önce. Bilim yazarı Annie Murphy Paul, anne karnındayken ana dilimizin kendi ezgisinden, yakında en sevdiğimiz şey olacak olan yiyeceklere kadar ne kadar öğrendiğimizi gösteren yeni bir araştırma hakkında konuşuyor."
Annie Murphy Paul: What we learn before we're born,Annie Murphy Paul: Doğmadan önce neler öğreniyoruz?
"Damon Horowitz teaches philosophy through the Prison University Project, bringing college-level classes to inmates of San Quentin State Prison. In this powerful short talk, he tells the story of an encounter with right and wrong that quickly gets personal.","Damon Horowitz Cezaevi Universite Projesi araciligiyla felsefe ogretmekte, universite seviyesindeki dersleri San Quentin Devlet Hapishanesi tutuklularina sunarak. Bu guclu kisa konusmasinda, cabucak kisisellesen dogru ve yanlis karsilasmasinin bir hikayesini anlatiyor."
Damon Horowitz: Philosophy in prison,Damon Horowitz: Cezaevinde felsefe
"Britta Riley wanted to grow her own food (in her tiny apartment). So she and her friends developed a system for growing plants in discarded plastic bottles -- researching, testing and tweaking the system using social media, trying many variations at once and quickly arriving at the optimal system. Call it distributed DIY. And the results? Delicious. <em>(Filmed at <a href=http://www.ted.com/tedx/events/744>TEDxManhattan </a>.)</em>","Britta Riley kendi yiyeceğini (minik apartman dairesinde) kendi yetiştirmek istedi. Bu yüzden o ve arkadaşları atılmış plastik şişeler içinde bitki yetiştirmek için bir sistem geliştirdi -- araştırıyor, test ediyor ve sosyal medyayı kullanarak sistem üzerinde küçük ayarlar yapıyor, birçok değişikliği aynı anda deneyip, hızlı bir şekilde ideal sisteme varıyorlar. Dağıtımlı kendin yap projesi deyin. Peki sonuçlar nasıl? Leziz."
Britta Riley: A garden in my apartment,Britta Riley: Dairemde bir bahçe
"iPad storyteller Joe Sabia introduces us to Lothar Meggendorfer, who created a bold technology for storytelling: the pop-up book. Sabia shows how new technology has always helped us tell our own stories, from the walls of caves to his own onstage iPad.","Joe Sabia, bizleri geçen yüzyılda çarpıcı bir hikaye anlatma teknolojisini, yani hareketli kitabı, ortaya çıkaran mucit Lothar Meggendorfer ile tanıştırıyor. Sabia, mağara duvarlarından kendisinin de sahnede kullandığı iPad'e kadar uzanan süreçte, gelişen teknolojilerin hikaye anlatımına nasıl katkıda bulunduğundan bahsediyor."
Joe Sabia: The technology of storytelling,Joe Sabia: Hikaye anlatma teknolojisi üzerine
"Onstage at TEDGlobal, Péter Fankhauser demonstrates Rezero, a robot that balances on a ball. Designed and built by a group of engineering students, Rezero is the first ballbot made to move quickly and gracefully -- and even dance.","TEDGlobal sahnesinde, Péter Fankhauser, bir top üzerinde dengede duran robot Rezero'yu gösteriyor. Bir grup mühendislik öğrencisi tarafından tasarlanan ve geliştirilen Rezero hızla ve zarafetle hareket eden ilk ballbot. Dans bile ediyor."
"Péter Fankhauser: Meet Rezero, the dancing ballbot",Péter Fankhauser: Dans eden ballbot Rezero ile tanışın
"What's six miles wide and can end civilization in an instant? An asteroid -- and there are lots of them out there. With humor and great visuals, Phil Plait enthralls the TEDxBoulder audience with all the ways asteroids can kill, and what we must do to avoid them. <em>(Filmed at <a href=http://www.ted.com/tedx/events/2558>TEDxBoulder</a>.)</em>","9.5 km genişliğinde olup da bir anda uygarlığın sonunu ne getirebilir? Göktaşı... Yukarıda onlardan bir sürü var. Phil Plait, mizahi bir anlatım ve harika görüntüler eşliğinde, asteroidlerin ölümcül etkilerini ve onlardan korunma yollarını anlatarak, TEDxBoulder dinleyicisini büyülüyor."
Phil Plait: How to defend Earth from asteroids,Phil Plait: Dünya'yı göktaşlarından nasıl koruruz?
"Does science ruin the magic of life? In this grumpy but charming monologue, Robin Ince makes the argument against. The more we learn about the astonishing behavior of the universe -- the more we stand in awe.","Bilim hayatın sihirini yok ediyor mu?Bu huysuz ama çekici monologda, Robin Ince anti tez oluşturuyor.evrenin şaşırtıcı hareketlerini öğrendikçe, ona daha da hayran kalıyoruz."
Robin Ince: Science versus wonder?,Robin Ince:Bilime karşı merak?
"What controls aging? Biochemist Cynthia Kenyon has found a simple genetic mutation that can double the lifespan of a simple worm, C. elegans. The lessons from that discovery, and others, are pointing to how we might one day significantly extend youthful human life.","Kontrollü yaşlanma nedir? Biokimyacı Cynthia Kenyon basit bir solucanın ömrünü iki katına çıkaran genetik mutasyon C. elegans'ı buldu. Bu keşif dersleri ve diğerleri,  bir gün insan hayatını nasıl önemli ölçüde uzatabileceğine işaret ediyor."
Cynthia Kenyon: Experiments that hint of longer lives,Uzun yaşamın ip uçlarını  deneyimlemeler
"Most 12-year-olds love playing videogames -- Thomas Suarez taught himself how to create them. After developing iPhone apps like ""Bustin Jeiber,"" a whack-a-mole game, he is now using his skills to help other kids become developers. <em>(Filmed at <a href=http://www.ted.com/tedx/events/1545>TEDxManhattanBeach</a>.)</em>","12 yaşındaki çoğu çocuk video oyunları oynamayı seviyor -- Thomas Suarez bunları nasıl yazacağını öğrendi. ""Bustin Bieber"" adlı oyun gibi iPhone uygulamaları geliştirdikten sonra, yeteneklerini diğer çocukların progamcılığı öğrenmelerine yardım ediyor. (TEDxManhattanBeach'te kaydedildi.)"
Thomas Suarez: A 12-year-old app developer,Thomas Suarez: 12 yaşındaki uygulama programcısı
"Strapped to a jet-powered wing, Yves Rossy is the Jetman -- flying free, his body as the rudder, above the Swiss Alps and the Grand Canyon. After a powerful short film shows how it works, Rossy takes the TEDGlobal stage to share the experience and thrill of flying.","Jet gücüyle işleyen bir kanada bağlı Jetadam Yves Rossy, bu kanatları kendi vücuduyla idare ederek İsviçre Alpleri'nin ve Büyük Kanyon'un üzerinde özgürce uçuyor. Sistemin işleyişini gösteren etkileyici bir kısa filmden sonra, Rossy TEDGlobal'de sahneye çıkıp tecrübelerini ve uçmanın heyecanını bizimle paylaşıyor."
Yves Rossy: Fly with the Jetman,Yves Rossy: Jetadamla Uçmak
"Image-maker Alexander Tsiaras shares a powerful medical visualization, showing human development from conception to birth and beyond. (Some graphic images.)",Görüntü yapımcısı Alexander Tsiaras döllenmeden doğuma kadar geçen sürede insan gelişimini gösteren çok güçlü bi medikal görseli bizimle paylaşıyor. (Grafik resimlerle)
Alexander Tsiaras: Conception to birth -- visualized,Alexander Tsiaras: Döllenmeden Doğuma -- görsel
"Charlie Todd causes bizarre, hilarious, and unexpected public scenes: Seventy synchronized dancers in storefront windows, ""ghostbusters"" running through the New York Public Library, and the annual no-pants subway ride. In his talk, he shows how his group, Improv Everywhere, uses these scenes to bring people together. <em>(Filmed at <a href=http://www.ted.com/tedx/events/3097> TEDxBloomington</a>.)</em>","Charlie Todd acayip, eğlendirici ve beklenmedik sahneler yaratıyor: Vitrindeki yetmiş tane senkronize dansçı, New York Halk Kütüphanesi'nde koşuşturan ""hayalet avcıları"" ve her sene yapılan pantolonsuz metro yolculuğu. TEDxBloomington'da Improv Everywhere adlı grubunun bu sahneleri insanları bir araya getirmek için nasıl kullandığını gösteriyor."
Charlie Todd: The shared experience of absurdity,Charlie Todd: Absürdlüğün ortak deneyimi
"How can we begin to understand the way the brain works? The same way we begin to understand a city: by making a map. In this visually stunning talk, Allan Jones shows how his team is mapping which genes are turned on in each tiny region, and how it all connects up.","Beynin çalışma şeklini anlamaya nasıl başlayabiliriz? Bir şehri anlamak için yaptığımız gibi: bir harita çıkararak. Allan Jones bu görsel açıdan enfes konuşmasında takımının, beynin en ufak bölgelerinde etkin hale gelen genlerin haritalamasını nasıl yaptığını ve tüm bunların nasıl bir araya geldiğini gösteriyor."
Allan Jones: A map of the brain,Allan Jones: Beynin haritası
"Ancient monuments give us clues to astonishing past civilizations -- but they're under threat from pollution, war, neglect. Ben Kacyra, who invented a groundbreaking 3D scanning system, is using his invention to scan and preserve the world's heritage in archival detail. (Watch to the end for a little demo.)","Eski eserler bizlere geçmişteki görkemli uygarlıklara dair ipuçları verirler. Ancak bu eserler kirlilik, savaş ve ihmalkarlık gibi sebeplerden dolayı tehdit altındalar. Üç boyutlu bir tarama sistemi geliştiren Ben Kacyra, bu sistemi, dünya mirasını taramak ve detaylı bir şekilde arşivleyebilmek için kullanıyor. (Konuşmanın devamında kısa bir tanıtımı seyredebilirsiniz)"
Ben Kacyra: Ancient wonders captured in 3D,Ben Kacyra: Dünya Harikaları Lazerle Üç Boyutlu Olarak Koruma Altında
"Artist and Fellow Aparna Rao re-imagines the familiar in surprising, often humorous ways. With her collaborator Soren Pors, Rao creates high-tech art installations -- a typewriter that sends emails, a camera that tracks you through the room only to make you invisible on screen -- that put a playful spin on ordinary objects and interactions.","Sanatçı ve Fellow Aparna Rao tanıdık şeyleri şaşırtıcı ve çoğu zaman esprili yollarla tekrar tasarlıyor. İş arkadaşı Soren Pors ile, Rao ileri teknolojili sanat donanımları yaratıyor -- eposta yollayan daktilo, sadece ekranda görünmez olmanız için sizi takip eden bir kamera -- ve bunlar sıradan objeleri ve etkileşimleri eğlenceli hale getiriyor."
Aparna Rao: High-tech art (with a sense of humor),Aparna Rao: İleri teknolojili sanat (esprili bir şekilde)
"In his lab, Martin Hanczyc makes ""protocells,"" experimental blobs of chemicals that behave like living cells. His work demonstrates how life might have first occurred on Earth ... and perhaps elsewhere too.","Martin Hanczyc laboratuvarında ""ön-hücre""ler, yani canlı hücre gibi davranan kimyasal madde damlaları yapıyor. Onun çalışmaları Dünya'da—belki başka yerlerde de—yaşamın ilk kez nasıl ortaya çıktığını gösteriyor."
Martin Hanczyc: The line between life and not-life,Martin Hanczyc: Yaşamla yaşam-olmayan arasındaki çizgi
"Using sleight-of-hand techniques and charming storytelling, illusionist Marco Tempest brings a jaunty stick figure to life onstage at TEDGlobal.","İllüzyonist Marco Tempest TEDGlobal'da, sempatik anlatım tarzıyla ve el çabukluğuyla bir çöp adama hayat veriyor."
